WORKORDERID,ACTUALSTARTDATE,ACTUALFINISHDATE,UNITSACCOMP,WOXCOORDINATE,WOYCOORDINATE
511808,5/26/2015  12:00:00 AM,5/26/2015  12:00:00 AM,56,445673,10659151
511809,5/26/2015  12:00:00 AM,5/26/2015  12:00:00 AM,177,445639,10658675
511810,5/26/2015  12:00:00 AM,5/26/2015  12:00:00 AM,28,445639,10658675
511811,5/26/2015  12:00:00 AM,5/26/2015  12:00:00 AM,70,446035,10658540
511813,5/26/2015  12:00:00 AM,5/26/2015  12:00:00 AM,98,445548,10648092
511814,5/26/2015  12:00:00 AM,5/26/2015  12:00:00 AM,45,436941,10650004
511818,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,68,413526,10717581
511819,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,91,414366,10716801
511820,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,56,409132,10708846
511828,5/26/2015  12:00:00 AM,5/26/2015  12:00:00 AM,133,419441,10659472
511829,5/26/2015  12:00:00 AM,5/26/2015  12:00:00 AM,35,420231,10661446
511879,5/28/2015  12:00:00 AM,5/28/2015  12:00:00 AM,60,399442,10669743
511882,5/28/2015  12:00:00 AM,5/28/2015  12:00:00 AM,4,410752,10663882
511883,5/28/2015  12:00:00 AM,5/28/2015  12:00:00 AM,68,411525,10664075
511884,5/28/2015  12:00:00 AM,5/28/2015  12:00:00 AM,94,411070,10666867
511888,5/28/2015  12:00:00 AM,5/28/2015  12:00:00 AM,25,410552,10666254
511889,5/28/2015  12:00:00 AM,5/28/2015  12:00:00 AM,48,410270,10666052
511919,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,110,445907,10658277
511921,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,117,445318,10660196
511922,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,88,445907,10658277
511924,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,90,445303,10659862
511926,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,40,445907,10658277
511929,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,42,419476,10659339
511930,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,36,420975,10660271
511934,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,75,421145,10660034
511935,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,30,420985,10660051
511937,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,48,452061,10646027
511954,5/22/2015  12:00:00 AM,5/22/2015  12:00:00 AM,299,446035,10658540
511956,5/22/2015  12:00:00 AM,5/22/2015  12:00:00 AM,45,446087,10658287
511974,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,39,365065,10684791
511977,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,16,365916,10684895
511983,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,16,361822,10687465
516042,6/26/2015  12:00:00 AM,6/26/2015  12:00:00 AM,78,403130,10657695
516049,6/30/2015  12:00:00 AM,6/30/2015  12:00:00 AM,220,356209,10684124
516054,6/30/2015  12:00:00 AM,6/30/2015  12:00:00 AM,24,355115,10684159
516057,6/30/2015  12:00:00 AM,6/30/2015  12:00:00 AM,16,354907,10684521
516068,6/30/2015  12:00:00 AM,6/30/2015  12:00:00 AM,16,354907,10684521
516069,6/30/2015  12:00:00 AM,6/30/2015  12:00:00 AM,30,355844,10684206
516070,6/30/2015  12:00:00 AM,6/30/2015  12:00:00 AM,25,355844,10684206
516072,6/30/2015  12:00:00 AM,6/30/2015  12:00:00 AM,30,358236,10686251
516074,6/30/2015  12:00:00 AM,6/30/2015  12:00:00 AM,39,358236,10686251
516075,6/25/2015  12:00:00 AM,6/25/2015  12:00:00 AM,16,396166,10664952
516076,6/25/2015  12:00:00 AM,6/25/2015  12:00:00 AM,28,389656,10661933
516077,6/30/2015  12:00:00 AM,6/30/2015  12:00:00 AM,249,372645,10683019
516106,7/1/2015  12:00:00 AM,7/1/2015  12:00:00 AM,40,367851,10693223
516108,7/1/2015  12:00:00 AM,7/1/2015  12:00:00 AM,25,369021,10689048
516110,7/1/2015  12:00:00 AM,7/1/2015  12:00:00 AM,200,358236,10686251
516111,7/1/2015  12:00:00 AM,7/1/2015  12:00:00 AM,105,358236,10686251
516137,6/23/2015  12:00:00 AM,6/23/2015  12:00:00 AM,50,425932,10633692
516138,6/23/2015  12:00:00 AM,6/23/2015  12:00:00 AM,84,425932,10633692
516140,6/23/2015  12:00:00 AM,6/23/2015  12:00:00 AM,72,425932,10633692
516143,6/23/2015  12:00:00 AM,6/23/2015  12:00:00 AM,16,431217,10627891
516145,6/23/2015  12:00:00 AM,6/23/2015  12:00:00 AM,12,430737,10627812
516146,6/23/2015  12:00:00 AM,6/23/2015  12:00:00 AM,12,430737,10627812
516147,6/23/2015  12:00:00 AM,6/23/2015  12:00:00 AM,33,431484,10627981
516171,6/29/2015  12:00:00 AM,6/29/2015  12:00:00 AM,133,392807,10672039
516172,6/29/2015  12:00:00 AM,6/29/2015  12:00:00 AM,43,393019,10678175
516192,7/7/2015  12:00:00 AM,7/7/2015  4:58:00 AM,42,442378,10641672
516193,7/7/2015  12:00:00 AM,7/7/2015  5:42:00 AM,38,445028,10645401
516237,7/6/2015  12:00:00 AM,7/6/2015  2:17:00 PM,36,428960,10662347
516240,7/6/2015  12:00:00 AM,7/6/2015  3:37:00 PM,16,426978,10659454
516246,6/30/2015  12:00:00 AM,6/30/2015  12:00:00 AM,168,390241,10662370
516247,6/30/2015  12:00:00 AM,6/30/2015  12:00:00 AM,94,390241,10662370
516254,7/7/2015  12:00:00 AM,7/7/2015  9:21:00 AM,88,431600,10655620
512057,6/3/2015  12:00:00 AM,6/3/2015  12:00:00 AM,39,405922,10697235
512059,6/3/2015  12:00:00 AM,6/3/2015  12:00:00 AM,12,409154,10717456
512062,6/3/2015  12:00:00 AM,6/3/2015  12:00:00 AM,10,409191,10717552
512065,6/3/2015  12:00:00 AM,6/3/2015  12:00:00 AM,38,408821,10717510
512067,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,24,361533,10686205
512069,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,20,380250,10659211
512070,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,34,380250,10659211
512072,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,40,381278,10659901
512073,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,28,380865,10659624
512088,6/1/2015  12:00:00 AM,6/1/2015  12:00:00 AM,64,402371,10658039
512092,6/1/2015  12:00:00 AM,6/1/2015  12:00:00 AM,102,402605,10655254
512096,6/1/2015  12:00:00 AM,6/1/2015  12:00:00 AM,36,403452,10654261
512098,6/1/2015  12:00:00 AM,6/1/2015  12:00:00 AM,25,403770,10654748
512161,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,18,428175,10634699
512163,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,10,421392,10638736
512164,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,14,419665,10639010
512165,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,9,420772,10638967
512167,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,14,425729,10652335
512168,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,8,422868,10652981
512170,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,4,422868,10652981
512171,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,6,422868,10652981
512172,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,9,422868,10652981
512189,5/28/2015  12:00:00 AM,5/28/2015  12:00:00 AM,60,437566,10656025
512191,5/28/2015  12:00:00 AM,5/28/2015  12:00:00 AM,12,438725,10655483
512192,5/28/2015  12:00:00 AM,5/28/2015  12:00:00 AM,15,438915,10655814
512193,5/28/2015  12:00:00 AM,5/28/2015  12:00:00 AM,84,443763,10658100
512194,5/28/2015  12:00:00 AM,5/28/2015  12:00:00 AM,92,443506,10655420
512195,5/28/2015  12:00:00 AM,5/28/2015  12:00:00 AM,67,441347,10662529
512217,6/1/2015  12:00:00 AM,6/1/2015  12:00:00 AM,112,438759,10642718
512218,6/1/2015  12:00:00 AM,6/1/2015  12:00:00 AM,121,438759,10642718
512219,6/1/2015  12:00:00 AM,6/1/2015  12:00:00 AM,147,438759,10642718
512220,6/1/2015  12:00:00 AM,6/1/2015  12:00:00 AM,60,426605,10662161
512221,6/1/2015  12:00:00 AM,6/1/2015  12:00:00 AM,35,426610,10662150
512222,6/1/2015  12:00:00 AM,6/1/2015  12:00:00 AM,50,421947,10665124
512225,6/1/2015  12:00:00 AM,6/1/2015  12:00:00 AM,60,415947,10661705
512226,6/1/2015  12:00:00 AM,6/1/2015  12:00:00 AM,48,423489,10663994
512244,5/27/2015  12:00:00 AM,5/27/2015  12:00:00 AM,6,428989,10646328
512270,6/4/2015  12:00:00 AM,6/4/2015  12:00:00 AM,193.75,408823,10691498
512345,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,35,380511,10665537
512349,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,72,380511,10665537
512351,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,12,380764,10665867
512352,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,55,380764,10665867
512353,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,60,380764,10665867
512354,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,63,380764,10665867
512355,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,60,380764,10665867
512356,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,21,380250,10659211
512374,6/3/2015  12:00:00 AM,6/3/2015  12:00:00 AM,52,380330,10665126
512378,6/3/2015  12:00:00 AM,6/3/2015  12:00:00 AM,42,380330,10665126
512380,6/3/2015  12:00:00 AM,6/3/2015  12:00:00 AM,33,380764,10665867
512386,6/3/2015  12:00:00 AM,6/3/2015  12:00:00 AM,42,380046,10664119
512407,6/3/2015  12:00:00 AM,6/3/2015  12:00:00 AM,35,380287,10664691
512408,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,196,391684,10662707
512410,6/3/2015  12:00:00 AM,6/3/2015  12:00:00 AM,35,385728,10656526
512412,6/3/2015  12:00:00 AM,6/3/2015  12:00:00 AM,25,385728,10656526
512421,6/3/2015  12:00:00 AM,6/3/2015  12:00:00 AM,18,356721,10684429
512428,6/3/2015  12:00:00 AM,6/3/2015  12:00:00 AM,10,364553,10690490
512429,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,181,391684,10662707
512432,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,40,391684,10662707
512474,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,126,448334,10654377
512476,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,40,438821,10642038
512477,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,40,435697,10647633
512478,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,32,436271,10660480
512479,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,30,436271,10660480
512480,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,102,425184,10662410
512481,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,24,439659,10666956
512482,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,30,439665,10667090
512483,6/2/2015  12:00:00 AM,6/2/2015  12:00:00 AM,37,439665,10667090
512484,6/3/2015  12:00:00 AM,6/3/2015  12:00:00 AM,7,375502,10691129
527003,10/1/2015  12:00:00 AM,10/1/2015  1:15:00 PM,30,434840,10653945
527023,10/1/2015  12:00:00 AM,10/1/2015  2:15:00 PM,35,437221,10621640
527024,10/1/2015  12:00:00 AM,10/1/2015  9:35:00 AM,18,412585,10657847
527027,10/1/2015  12:00:00 AM,10/1/2015  10:40:00 AM,14,412585,10657847
527028,10/1/2015  12:00:00 AM,10/1/2015  3:45:00 PM,255,383955,10664172
527035,10/1/2015  12:00:00 AM,10/1/2015  11:30:00 AM,8,412585,10657847
527038,10/1/2015  12:00:00 AM,10/1/2015  2:57:00 PM,104,358627,10685565
527044,10/1/2015  12:00:00 AM,10/1/2015  3:24:00 PM,9,357512,10688940
527053,10/1/2015  12:00:00 AM,10/1/2015  4:05:00 AM,78,437201,10618262
527069,10/2/2015  12:00:00 AM,10/2/2015  5:15:00 AM,63,437626,10646052
527070,10/2/2015  12:00:00 AM,10/2/2015  5:39:00 AM,20,440697,10642237
527074,10/2/2015  12:00:00 AM,10/2/2015  12:00:00 AM,77,409565,10699589
527076,10/2/2015  12:00:00 AM,10/2/2015  10:00:00 AM,96,385630,10666034
527077,10/2/2015  12:00:00 AM,10/2/2015  10:12:00 AM,153,358627,10685565
527078,10/2/2015  12:00:00 AM,10/2/2015  12:00:00 PM,225,383955,10664172
527079,10/2/2015  12:00:00 AM,10/2/2015  10:45:00 AM,464,439080,10643064
527080,10/2/2015  12:00:00 AM,10/2/2015  12:30:00 PM,32,396071,10691224
527081,10/2/2015  12:00:00 AM,10/2/2015  11:01:00 AM,28,358236,10686251
527084,10/2/2015  12:00:00 AM,10/2/2015  11:39:00 AM,21,357953,10685917
527086,10/2/2015  12:00:00 AM,10/2/2015  12:38:00 PM,70,439080,10643064
527088,10/2/2015  12:00:00 AM,10/2/2015  1:24:00 PM,105,439080,10643064
527089,10/2/2015  12:00:00 AM,10/2/2015  12:57:00 AM,16,358372,10686000
527090,10/2/2015  12:00:00 AM,10/2/2015  1:25:00 PM,824,434055,10621302
527092,10/2/2015  12:00:00 AM,10/2/2015  1:45:00 PM,108,383955,10664172
527095,10/2/2015  12:00:00 AM,10/2/2015  1:12:00 PM,12,358627,10685565
527096,10/2/2015  12:00:00 AM,10/2/2015  2:00:00 PM,12,378159,10691058
527097,10/2/2015  12:00:00 AM,10/2/2015  2:30:00 PM,30,383955,10664172
527098,10/2/2015  12:00:00 AM,10/2/2015  2:21:00 PM,9,378159,10691058
527099,10/2/2015  12:00:00 AM,10/2/2015  9:40:00 AM,63,402930,10655827
527100,10/2/2015  12:00:00 AM,10/2/2015  10:15:00 AM,80,402930,10655827
527104,10/2/2015  12:00:00 AM,10/2/2015  12:00:00 PM,158,402930,10655827
527107,10/2/2015  12:00:00 AM,10/2/2015  3:30:00 PM,106,402930,10655827
527192,10/5/2015  12:00:00 AM,10/5/2015  10:20:00 AM,27,437221,10621640
527198,10/5/2015  12:00:00 AM,10/5/2015  10:40:00 AM,168,437642,10657167
527200,10/5/2015  12:00:00 AM,10/5/2015  10:30:00 AM,20,388600,10664712
530078,10/21/2015  12:00:00 AM,10/21/2015  4:00:00 PM,"1,358.00",429770,10642231
530149,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,5,435590,10661373
530150,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,8,435577,10661101
530153,10/21/2015  12:00:00 AM,10/21/2015  12:00:00 AM,11,415306,10709809
530155,10/21/2015  12:00:00 AM,10/21/2015  12:00:00 AM,57,407625,10690926
530157,10/21/2015  12:00:00 AM,10/21/2015  12:00:00 AM,8,412142,10709139
530159,10/21/2015  12:00:00 AM,10/21/2015  12:00:00 AM,8,414980,10707978
530160,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,7,435572,10660836
530161,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,5,435056,10661745
530162,10/21/2015  12:00:00 AM,10/21/2015  12:00:00 AM,6,410495,10696689
530163,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,3,434684,10659533
530166,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,12,435114,10659437
530168,10/22/2015  12:00:00 AM,10/22/2015  10:15:00 AM,75,403807,10662374
530170,10/22/2015  12:00:00 AM,10/22/2015  9:45:00 AM,35,428883,10646631
530173,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,24,428116,10659781
530177,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,6,428861,10660334
530178,10/21/2015  12:00:00 AM,10/21/2015  12:00:00 AM,50,409302,10710027
530180,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,9,431245,10662778
530182,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,4,429805,10661573
530183,10/21/2015  12:00:00 AM,10/21/2015  12:00:00 AM,9,414213,10709872
530185,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,10,430331,10661979
530187,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,8,429901,10662225
530194,10/22/2015  12:00:00 AM,10/22/2015  10:20:00 AM,248,446372,10646308
530195,10/21/2015  12:00:00 AM,10/21/2015  12:00:00 AM,6,414614,10710510
530197,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,30,429240,10662208
530198,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,8,429240,10662208
530199,10/21/2015  12:00:00 AM,10/21/2015  12:00:00 AM,30,418362,10714874
530200,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,19,428964,10661312
530203,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,6,429257,10663529
530205,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,21,428448,10663541
530206,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,2,428502,10664315
530209,10/7/2015  12:00:00 AM,10/7/2015  12:00:00 AM,15,428324,10662407
530214,10/22/2015  12:00:00 AM,10/22/2015  10:45:00 AM,63,428575,10646795
509541,5/12/2015  12:00:00 AM,5/12/2015  12:00:00 AM,14,410076,10713431
509542,5/12/2015  12:00:00 AM,5/12/2015  12:00:00 AM,120,411534,10713382
509545,5/12/2015  12:00:00 AM,5/12/2015  12:00:00 AM,18,411534,10713382
509546,5/12/2015  12:00:00 AM,5/12/2015  12:00:00 AM,20,411534,10713382
509549,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,6,440140,10643150
509554,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,6,440261,10642813
509555,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,1,440973,10642551
509558,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,4,442695,10641456
509559,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,3,443080,10641168
509561,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,5,444450,10637667
509563,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,2,450912,10631304
509564,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,3,449617,10632104
509568,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,2,449341,10632353
509570,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,6,448654,10632341
509571,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,8,448293,10632918
509573,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,4,443905,10638368
509575,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,1,443824,10639894
509577,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,2,432767,10662405
509579,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,2,434853,10662488
509581,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,5,434261,10662601
509582,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,1,434051,10662740
509586,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,1,432546,10662708
509590,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,2,442248,10661900
509591,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,6,445164,10661653
509592,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,3,446960,10661601
509593,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,4,447701,10661528
509594,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,2,423774,10667289
509596,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,2,424017,10667518
509597,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,1,423794,10667788
509600,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,15,423806,10667993
509603,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,15,423271,10667728
509604,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,4,424048,10667882
509610,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,10,423303,10667502
509614,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,4,423303,10667502
509655,5/4/2015  12:00:00 AM,5/4/2015  12:00:00 AM,28,431109,10650796
509656,5/4/2015  12:00:00 AM,5/4/2015  12:00:00 AM,15,419824,10660840
509658,5/4/2015  12:00:00 AM,5/4/2015  12:00:00 AM,50,419310,10661332
509660,5/4/2015  12:00:00 AM,5/4/2015  12:00:00 AM,30,418676,10661844
509661,5/4/2015  12:00:00 AM,5/4/2015  12:00:00 AM,17,417744,10662322
509662,5/4/2015  12:00:00 AM,5/4/2015  12:00:00 AM,7,416317,10662749
509663,5/4/2015  12:00:00 AM,5/4/2015  12:00:00 AM,22,415360,10662950
509665,5/4/2015  12:00:00 AM,5/4/2015  12:00:00 AM,11,415353,10662886
509668,5/4/2015  12:00:00 AM,5/4/2015  12:00:00 AM,6,417724,10662275
509669,5/4/2015  12:00:00 AM,5/4/2015  12:00:00 AM,18,418649,10661801
509670,5/4/2015  12:00:00 AM,5/4/2015  12:00:00 AM,5,419589,10661012
512999,6/4/2015  12:00:00 AM,6/4/2015  12:00:00 AM,129,443824,10639894
513109,6/10/2015  12:00:00 AM,6/10/2015  12:00:00 AM,154,386406,10657575
513112,6/10/2015  12:00:00 AM,6/10/2015  12:00:00 AM,65,386406,10657575
513113,6/10/2015  12:00:00 AM,6/10/2015  12:00:00 AM,42,386406,10657575
513115,6/10/2015  12:00:00 AM,6/10/2015  12:00:00 AM,40,386406,10657575
513118,6/10/2015  12:00:00 AM,6/10/2015  12:00:00 AM,52,386406,10657575
513120,6/10/2015  12:00:00 AM,6/10/2015  12:00:00 AM,42,386406,10657575
513121,6/10/2015  12:00:00 AM,6/10/2015  12:00:00 AM,15,386406,10657575
513122,6/10/2015  12:00:00 AM,6/10/2015  12:00:00 AM,24,386406,10657575
513123,6/10/2015  12:00:00 AM,6/10/2015  12:00:00 AM,99,386406,10657575
513127,6/10/2015  12:00:00 AM,6/10/2015  12:00:00 AM,156,371662,10683035
513129,6/10/2015  12:00:00 AM,6/10/2015  12:00:00 AM,28,371662,10683035
513133,6/10/2015  12:00:00 AM,6/10/2015  12:00:00 AM,48,371662,10683035
513134,6/10/2015  12:00:00 AM,6/10/2015  12:00:00 AM,24,371662,10683035
513135,6/10/2015  12:00:00 AM,6/10/2015  12:00:00 AM,94,371662,10683035
513137,6/10/2015  12:00:00 AM,6/10/2015  12:00:00 AM,35,371576,10683190
513191,6/11/2015  12:00:00 AM,6/11/2015  12:00:00 AM,6,414501,10708991
513215,6/11/2015  12:00:00 AM,6/11/2015  12:00:00 AM,26,400128,10682553
513218,6/11/2015  12:00:00 AM,6/11/2015  12:00:00 AM,45,413586,10709919
513220,6/11/2015  12:00:00 AM,6/11/2015  12:00:00 AM,126,416058,10709768
513222,6/11/2015  12:00:00 AM,6/11/2015  12:00:00 AM,6,399332,10681589
513224,6/11/2015  12:00:00 AM,6/11/2015  12:00:00 AM,11,402698,10700855
513225,6/11/2015  12:00:00 AM,6/11/2015  12:00:00 AM,62,414674,10708519
431039,9/3/2013  12:00:00 AM,9/3/2013  12:00:00 AM,190,430419,10633878
431053,9/26/2013  12:00:00 AM,9/26/2013  12:00:00 AM,675,393572,10659068
431067,9/26/2013  12:00:00 AM,9/26/2013  12:00:00 AM,225,401774,10669062
431141,10/1/2013  12:00:00 AM,10/1/2013  12:00:00 AM,174,437994,10650659
431150,10/7/2013  12:00:00 AM,10/7/2013  12:00:00 AM,88,388069,10662880
431186,10/7/2013  12:00:00 AM,10/7/2013  12:00:00 AM,699,355968,10680840
431239,9/10/2013  12:00:00 AM,9/10/2013  12:00:00 AM,155,365549,10688457
431269,10/3/2013  12:00:00 AM,10/3/2013  12:00:00 AM,168,435086,10660794
431272,10/3/2013  12:00:00 AM,10/3/2013  12:00:00 AM,222,428344,10658431
431279,10/2/2013  12:00:00 AM,10/2/2013  12:00:00 AM,342,354268,10687863
431305,9/27/2013  12:00:00 AM,9/27/2013  12:00:00 AM,245,397979,10669199
431310,9/13/2013  12:00:00 AM,9/13/2013  12:00:00 AM,563,381412,10659989
431316,10/2/2013  12:00:00 AM,10/2/2013  12:00:00 AM,196,360666,10689255
431340,10/3/2013  12:00:00 AM,10/3/2013  12:00:00 AM,227,360078,10698708
431348,9/28/2013  12:00:00 AM,9/28/2013  12:00:00 AM,480,396650,10661192
431359,9/15/2013  12:00:00 AM,9/15/2013  12:00:00 AM,48,385405,10656352
431363,9/15/2013  12:00:00 AM,9/15/2013  12:00:00 AM,48,385405,10656352
431431,9/16/2013  12:00:00 AM,9/16/2013  12:00:00 AM,90,362031,10696159
431452,9/16/2013  12:00:00 AM,9/16/2013  12:00:00 AM,36,387117,10660239
431469,9/30/2013  12:00:00 AM,9/30/2013  12:00:00 AM,238,401469,10655496
431492,10/2/2013  12:00:00 AM,10/2/2013  12:00:00 AM,269,445660,10643237
431497,10/2/2013  12:00:00 AM,10/2/2013  12:00:00 AM,96,428572,10660979
431501,10/8/2013  12:00:00 AM,10/8/2013  12:00:00 AM,162,373224,10676988
431502,10/2/2013  12:00:00 AM,10/2/2013  12:00:00 AM,172,427024,10633025
431503,10/2/2013  12:00:00 AM,10/2/2013  12:00:00 AM,"1,400.00",434906,10622456
436740,10/31/2013  12:00:00 AM,10/31/2013  12:00:00 AM,284,374272,10677058
436849,11/7/2013  12:00:00 AM,11/7/2013  12:00:00 AM,164,434898,10654413
436859,11/7/2013  12:00:00 AM,11/7/2013  12:00:00 AM,179,442330,10650509
436911,11/5/2013  12:00:00 AM,11/5/2013  12:00:00 AM,247,375725,10677152
436916,11/6/2013  12:00:00 AM,11/6/2013  12:00:00 AM,259,365045,10685692
436918,11/6/2013  12:00:00 AM,11/6/2013  12:00:00 AM,255,371448,10683894
437023,11/11/2013  12:00:00 AM,11/11/2013  12:00:00 AM,258,430323,10642566
437113,11/7/2013  12:00:00 AM,11/7/2013  12:00:00 AM,253,377012,10676038
437125,11/7/2013  12:00:00 AM,11/7/2013  12:00:00 AM,186,364909,10679573
437184,11/11/2013  12:00:00 AM,11/11/2013  12:00:00 AM,386,434898,10654413
437187,11/11/2013  12:00:00 AM,11/11/2013  12:00:00 AM,132,443572,10654761
443763,1/8/2014  12:00:00 AM,1/8/2014  12:00:00 AM,170,396705,10659213
443950,1/7/2014  12:00:00 AM,1/7/2014  12:00:00 AM,297,369236,10686625
443966,1/8/2014  12:00:00 AM,1/8/2014  12:00:00 AM,234,438499,10654274
444042,1/9/2014  12:00:00 AM,1/9/2014  12:00:00 AM,66,439506,10658971
444181,1/9/2014  12:00:00 AM,1/9/2014  12:00:00 AM,400,400867,10665784
449594,2/12/2014  12:00:00 AM,2/12/2014  12:00:00 AM,170,375414,10676231
449745,2/13/2014  12:00:00 AM,2/13/2014  12:00:00 AM,180,354006,10696040
449857,2/17/2014  12:00:00 AM,2/17/2014  12:00:00 AM,228,384697,10658429
449918,2/17/2014  12:00:00 AM,2/17/2014  12:00:00 AM,404,438027,10643258
450026,2/18/2014  12:00:00 AM,2/18/2014  12:00:00 AM,200,438515,10652824
450058,2/18/2014  12:00:00 AM,2/18/2014  12:00:00 AM,535,364178,10691004
450072,2/14/2014  12:00:00 AM,2/14/2014  12:00:00 AM,16,438744,10656619
